NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_SPECIES_GO:0001961_POSITIVE_REGULATION_OF_CYTOKINE-MEDIATED_SIGNALING_PATHWAY	32	22		
GOBP_SPECIES_GO:0001963_SYNAPTIC_TRANSMISSION,_DOPAMINERGIC	41	30		
GOBP_SPECIES_GO:0001964_STARTLE_RESPONSE	5		Rejected!	
GOBP_SPECIES_GO:0001973_G_PROTEIN-COUPLED_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY	2		Rejected!	
GOBP_SPECIES_GO:0002009_MORPHOGENESIS_OF_AN_EPITHELIUM	1672		Rejected!	
GOBP_SPECIES_GO:0002011_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	42	25		
GOBP_SPECIES_GO:0002027_REGULATION_OF_HEART_RATE	52	30		
GOBP_SPECIES_GO:0002028_REGULATION_OF_SODIUM_ION_TRANSPORT	40	21		
GOBP_SPECIES_GO:0002029_DESENSITIZATION_OF_G_PROTEIN-COUPLED_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_SPECIES_GO:0002031_G_PROTEIN-COUPLED_RECEPTOR_INTERNALIZATION	11		Rejected!	
GOBP_SPECIES_GO:0002032_DESENSITIZATION_OF_G_PROTEIN-COUPLED_RECEPTOR_SIGNALING_PATHWAY_BY_ARRESTIN	11		Rejected!	
GOBP_SPECIES_GO:0002052_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	59	39		
GOBP_SPECIES_GO:0002064_EPITHELIAL_CELL_DEVELOPMENT	923		Rejected!	
GOBP_SPECIES_GO:0002065_COLUMNAR/CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	67	49		
GOBP_SPECIES_GO:0002067_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	39	27		
GOBP_SPECIES_GO:0002082_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	28	19		
GOBP_SPECIES_GO:0002084_PROTEIN_DEPALMITOYLATION	5		Rejected!	
GOBP_SPECIES_GO:0002090_REGULATION_OF_RECEPTOR_INTERNALIZATION	17		Rejected!	
GOBP_SPECIES_GO:0002092_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	14		Rejected!	
GOBP_SPECIES_GO:0002097_TR_WOBBLE_BASE_MODIFICATION	24	20		
GOBP_SPECIES_GO:0002098_TR_WOBBLE_URIDINE_MODIFICATION	24	20		
GOBP_SPECIES_GO:0002115_STORE-OPERATED_CALCIUM_ENTRY	13		Rejected!	
GOBP_SPECIES_GO:0002118_AGGRESSIVE_BEHAVIOR	56	41		
GOBP_SPECIES_GO:0002121_INTER-MALE_AGGRESSIVE_BEHAVIOR	31	24		
GOBP_SPECIES_GO:0002128_TR_NUCLEOSIDE_RIBOSE_METHYLATION	3		Rejected!	
GOBP_SPECIES_GO:0002129_WOBBLE_POSITION_GUANINE_RIBOSE_METHYLATION	3		Rejected!	
GOBP_SPECIES_GO:0002130_WOBBLE_POSITION_RIBOSE_METHYLATION	3		Rejected!	
GOBP_SPECIES_GO:0002131_WOBBLE_POSITION_CYTOSINE_RIBOSE_METHYLATION	3		Rejected!	
GOBP_SPECIES_GO:0002143_TR_WOBBLE_POSITION_URIDINE_THIOLATION	6		Rejected!	
GOBP_SPECIES_GO:0002164_LARVAL_DEVELOPMENT	530	313		
GOBP_SPECIES_GO:0002165_INSTAR_LARVAL_OR_PUPAL_DEVELOPMENT	1635		Rejected!	
GOBP_SPECIES_GO:0002168_INSTAR_LARVAL_DEVELOPMENT	227	147		
GOBP_SPECIES_GO:0002181_CYTOPLASMIC_TRANSLATION	218	174		
GOBP_SPECIES_GO:0002182_CYTOPLASMIC_TRANSLATIONAL_ELONGATION	10		Rejected!	
GOBP_SPECIES_GO:0002183_CYTOPLASMIC_TRANSLATIONAL_INITIATION	52	40		
GOBP_SPECIES_GO:0002184_CYTOPLASMIC_TRANSLATIONAL_TERMINATION	2		Rejected!	
GOBP_SPECIES_GO:0002188_TRANSLATION_REINITIATION	4		Rejected!	
GOBP_SPECIES_GO:0002190_CAP-INDEPENDENT_TRANSLATIONAL_INITIATION	3		Rejected!	
GOBP_SPECIES_GO:0002192_IRES-DEPENDENT_TRANSLATIONAL_INITIATION_OF_LINEAR_MR	3		Rejected!	
GOBP_SPECIES_GO:0002209_BEHAVIORAL_DEFENSE_RESPONSE	4		Rejected!	
GOBP_SPECIES_GO:0002213_DEFENSE_RESPONSE_TO_INSECT	10		Rejected!	
GOBP_SPECIES_GO:0002218_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	54	34		
GOBP_SPECIES_GO:0002220_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_SPECIES_GO:0002221_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	20	18		
GOBP_SPECIES_GO:0002224_TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_SPECIES_GO:0002225_POSITIVE_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION	169	100		
GOBP_SPECIES_GO:0002229_DEFENSE_RESPONSE_TO_OOMYCETES	4		Rejected!	
GOBP_SPECIES_GO:0002230_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	43	20		
GOBP_SPECIES_GO:0002237_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	59	47		
GOBP_SPECIES_GO:0002238_RESPONSE_TO_MOLECULE_OF_FUNGAL_ORIGIN	3		Rejected!	
GOBP_SPECIES_GO:0002239_RESPONSE_TO_OOMYCETES	4		Rejected!	
GOBP_SPECIES_GO:0002244_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	2		Rejected!	
GOBP_SPECIES_GO:0002251_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	60	33		
GOBP_SPECIES_GO:0002252_IMMUNE_EFFECTOR_PROCESS	347	214		
GOBP_SPECIES_GO:0002253_ACTIVATION_OF_IMMUNE_RESPONSE	57	37		
GOBP_SPECIES_GO:0002262_MYELOID_CELL_HOMEOSTASIS	4		Rejected!	
GOBP_SPECIES_GO:0002274_MYELOID_LEUKOCYTE_ACTIVATION	4		Rejected!	
GOBP_SPECIES_GO:0002347_RESPONSE_TO_TUMOR_CELL	9		Rejected!	
GOBP_SPECIES_GO:0002376_IMMUNE_SYSTEM_PROCESS	1132		Rejected!	
GOBP_SPECIES_GO:0002385_MUCOSAL_IMMUNE_RESPONSE	60	33		
GOBP_SPECIES_GO:0002429_IMMUNE_RESPONSE-ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_SPECIES_GO:0002433_IMMUNE_RESPONSE-REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS	20		Rejected!	
GOBP_SPECIES_GO:0002440_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	234	139		
GOBP_SPECIES_GO:0002495_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	2		Rejected!	
GOBP_SPECIES_GO:0002504_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	2		Rejected!	
GOBP_SPECIES_GO:0002520_IMMUNE_SYSTEM_DEVELOPMENT	291	170		
GOBP_SPECIES_GO:0002532_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE	5		Rejected!	
GOBP_SPECIES_GO:0002534_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	5		Rejected!	
GOBP_SPECIES_GO:0002682_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	731	440		
GOBP_SPECIES_GO:0002683_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	225	133		
GOBP_SPECIES_GO:0002684_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	355	223		
GOBP_SPECIES_GO:0002697_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	236	141		
GOBP_SPECIES_GO:0002698_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	53	29		
GOBP_SPECIES_GO:0002699_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	169	100		
GOBP_SPECIES_GO:0002700_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	234	139		
GOBP_SPECIES_GO:0002701_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	45	22		
GOBP_SPECIES_GO:0002702_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	169	100		
GOBP_SPECIES_GO:0002752_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_SPECIES_GO:0002757_IMMUNE_RESPONSE-ACTIVATING_SIGNAL_TRANSDUCTION	10		Rejected!	
GOBP_SPECIES_GO:0002758_INNATE_IMMUNE_RESPONSE-ACTIVATING_SIGNAL_TRANSDUCTION	10		Rejected!	
GOBP_SPECIES_GO:0002759_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	267	157		
GOBP_SPECIES_GO:0002760_POSITIVE_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	172	100		
GOBP_SPECIES_GO:0002764_IMMUNE_RESPONSE-REGULATING_SIGNALING_PATHWAY	245	135		
GOBP_SPECIES_GO:0002768_IMMUNE_RESPONSE-REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	30	19		
GOBP_SPECIES_GO:0002775_ANTIMICROBIAL_PEPTIDE_PRODUCTION	233	138		
GOBP_SPECIES_GO:0002777_ANTIMICROBIAL_PEPTIDE_BIOSYNTHETIC_PROCESS	112	57		
GOBP_SPECIES_GO:0002778_ANTIBACTERIAL_PEPTIDE_PRODUCTION	115	66		
GOBP_SPECIES_GO:0002780_ANTIBACTERIAL_PEPTIDE_BIOSYNTHETIC_PROCESS	97	51		
GOBP_SPECIES_GO:0002781_ANTIFUNGAL_PEPTIDE_PRODUCTION	16		Rejected!	
GOBP_SPECIES_GO:0002783_ANTIFUNGAL_PEPTIDE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:0002784_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION	233	138		
GOBP_SPECIES_GO:0002785_NEGATIVE_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION	45	22		
GOBP_SPECIES_GO:0002786_REGULATION_OF_ANTIBACTERIAL_PEPTIDE_PRODUCTION	115	66		
GOBP_SPECIES_GO:0002787_NEGATIVE_REGULATION_OF_ANTIBACTERIAL_PEPTIDE_PRODUCTION	12		Rejected!	
GOBP_SPECIES_GO:0002788_REGULATION_OF_ANTIFUNGAL_PEPTIDE_PRODUCTION	16		Rejected!	
GOBP_SPECIES_GO:0002790_PEPTIDE_SECRETION	71	53		
GOBP_SPECIES_GO:0002791_REGULATION_OF_PEPTIDE_SECRETION	71	53		
GOBP_SPECIES_GO:0002792_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	17		Rejected!	
GOBP_SPECIES_GO:0002793_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	51	38		
GOBP_SPECIES_GO:0002803_POSITIVE_REGULATION_OF_ANTIBACTERIAL_PEPTIDE_PRODUCTION	85	46		
GOBP_SPECIES_GO:0002804_POSITIVE_REGULATION_OF_ANTIFUNGAL_PEPTIDE_PRODUCTION	15		Rejected!	
GOBP_SPECIES_GO:0002805_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_BIOSYNTHETIC_PROCESS	112	57		
GOBP_SPECIES_GO:0002806_NEGATIVE_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_SPECIES_GO:0002807_POSITIVE_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_BIOSYNTHETIC_PROCESS	100	52		
GOBP_SPECIES_GO:0002808_REGULATION_OF_ANTIBACTERIAL_PEPTIDE_BIOSYNTHETIC_PROCESS	97	51		
GOBP_SPECIES_GO:0002809_NEGATIVE_REGULATION_OF_ANTIBACTERIAL_PEPTIDE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_SPECIES_GO:0002810_REGULATION_OF_ANTIFUNGAL_PEPTIDE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:0002812_BIOSYNTHETIC_PROCESS_OF_ANTIBACTERIAL_PEPTIDES_ACTIVE_AGAINST_GRAM-NEGATIVE_BACTERIA	46	19		
GOBP_SPECIES_GO:0002813_REGULATION_OF_BIOSYNTHETIC_PROCESS_OF_ANTIBACTERIAL_PEPTIDES_ACTIVE_AGAINST_GRAM-NEGATIVE_BACTERIA	46	19		
GOBP_SPECIES_GO:0002814_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS_OF_ANTIBACTERIAL_PEPTIDES_ACTIVE_AGAINST_GRAM-NEGATIVE_BACTERIA	11		Rejected!	
GOBP_SPECIES_GO:0002815_BIOSYNTHETIC_PROCESS_OF_ANTIBACTERIAL_PEPTIDES_ACTIVE_AGAINST_GRAM-POSITIVE_BACTERIA	9		Rejected!	
GOBP_SPECIES_GO:0002816_REGULATION_OF_BIOSYNTHETIC_PROCESS_OF_ANTIBACTERIAL_PEPTIDES_ACTIVE_AGAINST_GRAM-POSITIVE_BACTERIA	9		Rejected!	
GOBP_SPECIES_GO:0002831_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	589	358		
GOBP_SPECIES_GO:0002832_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	221	125		
GOBP_SPECIES_GO:0002833_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	325	207		
GOBP_SPECIES_GO:0002920_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	272	162		
GOBP_SPECIES_GO:0002921_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	83	42		
GOBP_SPECIES_GO:0002922_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	172	100		
GOBP_SPECIES_GO:0002926_TR_WOBBLE_BASE_5-METHOXYCARBONYLMETHYL-2-THIOURIDINYLATION	3		Rejected!	
GOBP_SPECIES_GO:0002938_TR_GUANINE_RIBOSE_METHYLATION	3		Rejected!	
GOBP_SPECIES_GO:0002939_TR_N1-GUANINE_METHYLATION	4		Rejected!	
GOBP_SPECIES_GO:0002943_TR_DIHYDROURIDINE_SYNTHESIS	4		Rejected!	
GOBP_SPECIES_GO:0002949_TR_THREONYLCARBAMOYLADENOSINE_MODIFICATION	4		Rejected!	
GOBP_SPECIES_GO:0003002_REGIONALIZATION	1322		Rejected!	
GOBP_SPECIES_GO:0003006_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	2213		Rejected!	
GOBP_SPECIES_GO:0003007_HEART_MORPHOGENESIS	122	84		
GOBP_SPECIES_GO:0003008_SYSTEM_PROCESS	1557		Rejected!	
GOBP_SPECIES_GO:0003009_SKELETAL_MUSCLE_CONTRACTION	6		Rejected!	
GOBP_SPECIES_GO:0003010_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION	2		Rejected!	
GOBP_SPECIES_GO:0003012_MUSCLE_SYSTEM_PROCESS	120	61		
GOBP_SPECIES_GO:0003013_CIRCULATORY_SYSTEM_PROCESS	137	76		
GOBP_SPECIES_GO:0003014_RENAL_SYSTEM_PROCESS	98	56		
GOBP_SPECIES_GO:0003015_HEART_PROCESS	137	76		
GOBP_SPECIES_GO:0003031_DETECTION_OF_CARBON_DIOXIDE	5		Rejected!	
GOBP_SPECIES_GO:0003053_CIRCADIAN_REGULATION_OF_HEART_RATE	14		Rejected!	
GOBP_SPECIES_GO:0003091_RENAL_WATER_HOMEOSTASIS	5		Rejected!	
GOBP_SPECIES_GO:0003096_RENAL_SODIUM_ION_TRANSPORT	9		Rejected!	
GOBP_SPECIES_GO:0003097_RENAL_WATER_TRANSPORT	5		Rejected!	
GOBP_SPECIES_GO:0003143_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	6		Rejected!	
GOBP_SPECIES_GO:0003144_EMBRYONIC_HEART_TUBE_FORMATION	2		Rejected!	
GOBP_SPECIES_GO:0003151_OUTFLOW_TRACT_MORPHOGENESIS	11		Rejected!	
GOBP_SPECIES_GO:0003158_ENDOTHELIUM_DEVELOPMENT	2		Rejected!	
GOBP_SPECIES_GO:0003254_REGULATION_OF_MEMBRANE_DEPOLARIZATION	16		Rejected!	
GOBP_SPECIES_GO:0003263_CARDIOBLAST_PROLIFERATION	6		Rejected!	
GOBP_SPECIES_GO:0003264_REGULATION_OF_CARDIOBLAST_PROLIFERATION	6		Rejected!	
GOBP_SPECIES_GO:0003313_HEART_RUDIMENT_DEVELOPMENT	2		Rejected!	
GOBP_SPECIES_GO:0003314_HEART_RUDIMENT_MORPHOGENESIS	2		Rejected!	
GOBP_SPECIES_GO:0003315_HEART_RUDIMENT_FORMATION	2		Rejected!	
GOBP_SPECIES_GO:0003318_CELL_MIGRATION_TO_THE_MIDLINE_INVOLVED_IN_HEART_DEVELOPMENT	2		Rejected!	
GOBP_SPECIES_GO:0003319_CARDIOBLAST_MIGRATION_TO_THE_MIDLINE_INVOLVED_IN_HEART_RUDIMENT_FORMATION	2		Rejected!	
GOBP_SPECIES_GO:0003330_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	5		Rejected!	
GOBP_SPECIES_GO:0003331_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	5		Rejected!	
GOBP_SPECIES_GO:0003333_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	126	81		
GOBP_SPECIES_GO:0003341_CILIUM_MOVEMENT	121	96		
GOBP_SPECIES_GO:0003344_PERICARDIUM_MORPHOGENESIS	8		Rejected!	
GOBP_SPECIES_GO:0003352_REGULATION_OF_CILIUM_MOVEMENT	12		Rejected!	
GOBP_SPECIES_GO:0003353_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT	6		Rejected!	
GOBP_SPECIES_GO:0003356_REGULATION_OF_CILIUM_BEAT_FREQUENCY	4		Rejected!	
GOBP_SPECIES_GO:0003365_ESTABLISHMENT_OF_CELL_POLARITY_INVOLVED_IN_AMEBOIDAL_CELL_MIGRATION	13		Rejected!	
GOBP_SPECIES_GO:0003371_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY_INVOLVED_IN_AMEBOIDAL_CELL_MIGRATION	13		Rejected!	
GOBP_SPECIES_GO:0003379_ESTABLISHMENT_OF_CELL_POLARITY_INVOLVED_IN_GASTRULATION_CELL_MIGRATION	13		Rejected!	
GOBP_SPECIES_GO:0003380_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY_INVOLVED_IN_GASTRULATION	13		Rejected!	
GOBP_SPECIES_GO:0003381_EPITHELIAL_CELL_MORPHOGENESIS_INVOLVED_IN_GASTRULATION	40	26		
GOBP_SPECIES_GO:0003382_EPITHELIAL_CELL_MORPHOGENESIS	103	60		
GOBP_SPECIES_GO:0003383_APICAL_CONSTRICTION	61	37		
GOBP_SPECIES_GO:0003384_APICAL_CONSTRICTION_INVOLVED_IN_GASTRULATION	40	26		
GOBP_SPECIES_GO:0003399_CYTONEME_MORPHOGENESIS	3		Rejected!	
GOBP_SPECIES_GO:0003400_REGULATION_OF_COPII_VESICLE_COATING	6		Rejected!	
GOBP_SPECIES_GO:0003401_AXIS_ELONGATION	31	21		
GOBP_SPECIES_GO:0005513_DETECTION_OF_CALCIUM_ION	3		Rejected!	
GOBP_SPECIES_GO:0005975_CARBOHYDRATE_METABOLIC_PROCESS	529	352		
GOBP_SPECIES_GO:0005976_POLYSACCHARIDE_METABOLIC_PROCESS	124	78		
GOBP_SPECIES_GO:0005977_GLYCOGEN_METABOLIC_PROCESS	86	50		
GOBP_SPECIES_GO:0005978_GLYCOGEN_BIOSYNTHETIC_PROCESS	22		Rejected!	
GOBP_SPECIES_GO:0005979_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_SPECIES_GO:0005980_GLYCOGEN_CATABOLIC_PROCESS	35	24		
GOBP_SPECIES_GO:0005981_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS	17		Rejected!	
GOBP_SPECIES_GO:0005984_DISACCHARIDE_METABOLIC_PROCESS	31	21		
GOBP_SPECIES_GO:0005991_TREHALOSE_METABOLIC_PROCESS	18		Rejected!	
GOBP_SPECIES_GO:0005996_MONOSACCHARIDE_METABOLIC_PROCESS	148	112		
GOBP_SPECIES_GO:0005997_XYLULOSE_METABOLIC_PROCESS	5		Rejected!	
GOBP_SPECIES_GO:0006000_FRUCTOSE_METABOLIC_PROCESS	10		Rejected!	
GOBP_SPECIES_GO:0006002_FRUCTOSE_6-PHOSPHATE_METABOLIC_PROCESS	10		Rejected!	
GOBP_SPECIES_GO:0006003_FRUCTOSE_2,6-BISPHOSPHATE_METABOLIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:0006004_FUCOSE_METABOLIC_PROCESS	7		Rejected!	
GOBP_SPECIES_GO:0006006_GLUCOSE_METABOLIC_PROCESS	88	68		
GOBP_SPECIES_GO:0006007_GLUCOSE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:0006011_UDP-GLUCOSE_METABOLIC_PROCESS	5		Rejected!	
GOBP_SPECIES_GO:0006012_GALACTOSE_METABOLIC_PROCESS	15		Rejected!	
GOBP_SPECIES_GO:0006013_MANNOSE_METABOLIC_PROCESS	14		Rejected!	
GOBP_SPECIES_GO:0006014_D-RIBOSE_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006015_5-PHOSPHORIBOSE_1-DIPHOSPHATE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_SPECIES_GO:0006020_INOSITOL_METABOLIC_PROCESS	11		Rejected!	
GOBP_SPECIES_GO:0006021_INOSITOL_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_SPECIES_GO:0006022_AMINOGLYCAN_METABOLIC_PROCESS	81	55		
GOBP_SPECIES_GO:0006023_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	20	16		
GOBP_SPECIES_GO:0006024_GLYCOSAMINOGLYCAN_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_SPECIES_GO:0006026_AMINOGLYCAN_CATABOLIC_PROCESS	56	34		
GOBP_SPECIES_GO:0006027_GLYCOSAMINOGLYCAN_CATABOLIC_PROCESS	19		Rejected!	
GOBP_SPECIES_GO:0006029_PROTEOGLYCAN_METABOLIC_PROCESS	29	24		
GOBP_SPECIES_GO:0006030_CHITIN_METABOLIC_PROCESS	43	29		
GOBP_SPECIES_GO:0006031_CHITIN_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:0006032_CHITIN_CATABOLIC_PROCESS	37	24		
GOBP_SPECIES_GO:0006034_CUTICLE_CHITIN_METABOLIC_PROCESS	13		Rejected!	
GOBP_SPECIES_GO:0006035_CUTICLE_CHITIN_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_SPECIES_GO:0006037_CELL_WALL_CHITIN_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006038_CELL_WALL_CHITIN_BIOSYNTHETIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006040_AMINO_SUGAR_METABOLIC_PROCESS	69	52		
GOBP_SPECIES_GO:0006041_GLUCOSAMINE_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006043_GLUCOSAMINE_CATABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006044_N-ACETYLGLUCOSAMINE_METABOLIC_PROCESS	17	16		
GOBP_SPECIES_GO:0006046_N-ACETYLGLUCOSAMINE_CATABOLIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:0006047_UDP-N-ACETYLGLUCOSAMINE_METABOLIC_PROCESS	10		Rejected!	
GOBP_SPECIES_GO:0006048_UDP-N-ACETYLGLUCOSAMINE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_SPECIES_GO:0006054_N-ACETYLNEURAMINATE_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006056_MANNOPROTEIN_METABOLIC_PROCESS	2		Rejected!	
GOBP_SPECIES_GO:0006057_MANNOPROTEIN_BIOSYNTHETIC_PROCESS	2		Rejected!	
GOBP_SPECIES_GO:0006059_HEXITOL_METABOLIC_PROCESS	5		Rejected!	
GOBP_SPECIES_GO:0006060_SORBITOL_METABOLIC_PROCESS	5		Rejected!	
GOBP_SPECIES_GO:0006062_SORBITOL_CATABOLIC_PROCESS	5		Rejected!	
GOBP_SPECIES_GO:0006063_URONIC_ACID_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006065_UDP-GLUCURONATE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_SPECIES_GO:0006066_ALCOHOL_METABOLIC_PROCESS	214	141		
GOBP_SPECIES_GO:0006067_ETHANOL_METABOLIC_PROCESS	4		Rejected!	
GOBP_SPECIES_GO:0006071_GLYCEROL_METABOLIC_PROCESS	15		Rejected!	
GOBP_SPECIES_GO:0006072_GLYCEROL-3-PHOSPHATE_METABOLIC_PROCESS	22	16		
GOBP_SPECIES_GO:0006073_CELLULAR_GLUCAN_METABOLIC_PROCESS	86	50		
GOBP_SPECIES_GO:0006081_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	57	44		
GOBP_SPECIES_GO:0006082_ORGANIC_ACID_METABOLIC_PROCESS	824		Rejected!	
GOBP_SPECIES_GO:0006083_ACETATE_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006084_ACETYL-COA_METABOLIC_PROCESS	43	30		
GOBP_SPECIES_GO:0006085_ACETYL-COA_BIOSYNTHETIC_PROCESS	33	22		
GOBP_SPECIES_GO:0006086_ACETYL-COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE	12		Rejected!	
GOBP_SPECIES_GO:0006089_LACTATE_METABOLIC_PROCESS	3		Rejected!	
GOBP_SPECIES_GO:0006090_PYRUVATE_METABOLIC_PROCESS	107	73		
GOBP_SPECIES_GO:0006091_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	423	299		
GOBP_SPECIES_GO:0006094_GLUCONEOGENESIS	20		Rejected!	
GOBP_SPECIES_GO:0006096_GLYCOLYTIC_PROCESS	64	38		
GOBP_SPECIES_GO:0006097_GLYOXYLATE_CYCLE	5		Rejected!	
GOBP_SPECIES_GO:0006098_PENTOSE-PHOSPHATE_SHUNT	13		Rejected!	
GOBP_SPECIES_GO:0006099_TRICARBOXYLIC_ACID_CYCLE	60	43		
GOBP_SPECIES_GO:0006101_CITRATE_METABOLIC_PROCESS	9		Rejected!	
GOBP_SPECIES_GO:0006102_ISOCITRATE_METABOLIC_PROCESS	12		Rejected!	
GOBP_SPECIES_GO:0006103_2-OXOGLUTARATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_SPECIES_GO:0006104_SUCCINYL-COA_METABOLIC_PROCESS	3		Rejected!	
